Entity Number,Type,Value,Note,,,,,,
3550,per,Mrs. Fiske Warren,artist-actor/ artist-singer/ artist-poet,,,,,,
3551,per,Miss Palmer,artist-poet,,,,,,
3552,per,Mrs. Longyear,,,,,,,
3553,per,B.B.,,,,,,,
3554,per,Mr. Ayer,medical professional,,,,,,
3555,misc,Cherry Pectoral,medicine,,,,,,
3556,misc,Italian pictures,art described by region,,,,,,
3557,per,Mrs. Longyear,,,,,,,
3558,misc,Christian Science,religious beliefs / practices,,,,,,
3559,loc,Somerset Hotel,accomodation,,,,,,
3560,loc,Boston,city,,,,,,
3561,date,"Wednesday, March 2, 1904",,,,,,,
3562,per,Mr. Fox,architect,,,,,,
3563,per,Bernhard,,,,,,,
3564,org,the Ayers,family unit,,,,,,
3565,per,Old Mr. Ayer,businessman,,,,,,
3566,org,Old Masters,art historic,,,,,,
3567,per,B.B.,,,,,,,
3568,per,B.B.,,,,,,,
3570,per,Mrs. Gardner,,,,,,,
3571,per,Miss Norton,,,,,,,
3572,per,Whistler,artist-painter,,,,,,
3573,misc,Whistlers,exhibiton,,,,,,
3574,per,B.B.,,,,,,,
3575,per,Mrs. Whitman,,,,,,,
3576,org,the Perrys,family unit,,,,,,
3577,loc,Plaza Hotel,accomodation,,,,,,
3578,loc,New York,city,,,,,,
3579,date,"Thursday, March 3, 1904",,,,,,,
3580,loc,the Museum,cultural heritage institution,,,,,,
3581,per,Mr. Rhinelander,,,,,,,
3582,per,Cesnola,,,,,,,
3583,per,Mr. R.,,,,,,,
3584,per,B.B.,,,,,,,
3585,loc,the Museum,cultural heritage institution,,,,,,
3586,per,Havemeyer,businessman,,,,,,
3587,misc,[Havenmeyer things],?,,,,,,
3588,org,Tiffany,business,,,,,,
3589,misc,Rembrandts,painting,,,,,,
3590,per,Rembrandt,artist-painter,,,,,,
3591,misc,Manets,painting,,,,,,
3592,per,Manet,artist-painter,,,,,,
3593,misc,Degases,painting,,,,,,
3594,per,Degas,artist-painter,,,,,,
3595,misc,Chinese things,art described by region,,,,,,
3596,per,Miss Weeks,,,,,,,
3597,per,Miss Marbury,producer,,,,,,
3598,per,Elsie de Wolfe,artist-actor,,,,,,
3601,misc,American,proper noun adjective,,,,,,
3602,loc,Plaza Hotel,accomodation,,,,,,
3603,loc,New York,city,,,,,,
3604,date,"Friday, March 4, 1904",,,,,,,
3605,per,Glaenzer,art collector / art dealer,,,,,,
3606,per,Emilie Hapgood,,,,,,,
3607,per,Bernhard,,,,,,,
3608,per,Mr. Rhinelander,,,,,,,
3609,loc,Round Table Club,club,,,,,,
3610,loc,Philadelphia,city,,,,,,
3611,misc,speech,lecture,,,,,,
3612,per,Faff,,,,,,,
3613,loc,Plaza Hotel,accomodation,,,,,,
3614,loc,New York,city,,,,,,
3615,date,"Saturday, March 5, 1904",,,,,,,
3616,per,Jacacci,publisher,,,,,,
3618,per,Mrs. Vollmer,,,,,,,
3619,loc,Stock Exchange,financial,,,,,,
3620,per,"Governors, Mr. R. Halsey",art collector,,,,,,
3621,per,Bernhard,,,,,,,
3622,per,Carpenter,scholar,,,,,,
3623,misc,my speech,lecture,,,,,,
3624,per,Hodder,professor,,,,,,
3625,per,Caseby,,,,,,,
3626,loc,Germantown,city,,,,,,
3627,date,"Sunday, March 6, 1904",,,,,,,
3628,loc,Philadelphia,city,,,,,,
3629,per,Uncle William,,,,,,,
3630,per,John,,,,,,,
3631,per,Pearlie,,,,,,,
3632,per,Bernhard,,,,,,,
3633,per,Mr. Lathrop,businessman,,,,,,
3634,per,Mr. Stanford White,architect,,,,,,
3635,per,Mr. Poer,,,,,,,
3636,per,Mr. Hodder,professor,,,,,,
3637,per,Miss Gwinn,professor,,,,,,
3638,per,Hodder,professor,,,,,,
3639,loc,Germantown,city,,,,,,
3640,date,"Monday, March 7, 1904",,,,,,,
3641,per,Minnie Kimbre,,,,,,,
3642,org,Questant,club,,,,,,
3643,loc,Bryn Mawr,school,,,,,,
3644,per,John Thomas,,,,,,,
3645,per,Carey,professor / social reformer,,,,,,
3646,misc,an address,lecture,,,,,,
3647,per,Mamie,,,,,,,
3648,per,tom Morton,,,,,,,
3649,per,Bernhard,,,,,,,
3650,per,Mrs. Winthrop,,,,,,,
3651,loc,Germantown,city,,,,,,
3652,date,"Tuesday, March 8, 1904",,,,,,,
3654,per,Aunty Lill,,,,,,,
3655,per,Aunty,,,,,,,
3656,loc,the Contemporary Club,club,,,,,,
3657,misc,my address,lecture,,,,,,
3658,misc,Art Collections in America and their Influence on National Taste and Art,lecture,,,,,,
3660,per,Aunty,,,,,,,
3661,per,Bernhard,,,,,,,
3662,per,Fenellosa,art historian,,,,,,
3663,per,Mr. Mather,art critic / professor,,,,,,
3664,loc,Plaza Hotel,accomodation,,,,,,
3665,loc,New York,city,,,,,,
3666,date,"Wednesday, March 9, 1904",,,,,,,
3667,per,Bernhard,,,,,,,
3668,per,Elsie de Wolfe,artist-actor,,,,,,
3669,per,the Gayleys [Mr. Gayley],,,,,,,
3670,per,the Gayleys [Mrs. Gayley],,,,,,,
3671,per,Mr. Gayley,,,,,,,
3672,per,B.B.,,,,,,,
3674,per,B.B.,,,,,,,
3676,loc,Plaza Hotel,accomodation,,,,,,
3677,loc,New York,city,,,,,,
3678,date,"Wednesday, March 10, 1904",,,,,,,
3679,per,Dr. Oppenheim,medical professional,,,,,,
3680,misc,Grip,sickness,,,,,,
3681,per,Mrs. Dickinson,,,,,,,
3682,per,Norman,artist-writer,,,,,,
3683,per,Bond,,,,,,,
3684,per,Bernhard,,,,,,,
3685,per,Mr. Butler,professor,,,,,,
3686,per,Mr. Winthrop,,,,,,,
3687,per,Mrs. Gardner,,,,,,,
3688,per,Mr. Glaenzer,art collector / art dealer,,,,,,
3689,per,Degas,artist-painter,,,,,,
3690,misc,[Degas (portrait of a woman)],painting,,,,,,
3691,per,the Mansons [Mr. Manson],,,,,,,
3692,per,the Mansons [Mrs. Manson],,,,,,,
3693,misc,concert,cultural,,,,,,
3694,loc,Plaza Hotel,accomodation,,,,,,
3695,loc,New York,city,,,,,,
3696,date,"Wednesday, March 11, 1904",,,,,,,
3697,per,Bernhard,,,,,,,
3698,per,Mrs. Gardner,,,,,,,
3699,loc,Metropolitan Museum,cultural heritage institution,,,,,,
3700,per,Miss De Wolfe,artist-actor,,,,,,
3701,misc,speech,lecture,,,,,,
3702,loc,Barnard Club,club,,,,,,
3703,per,Mr. Van Dyke,art historian,,,,,,
3704,loc,Bryn Mawr Club,club,,,,,,
3705,per,Norman,,,,,,,
3706,per,Bernhard,,,,,,,
3707,per,Underwood Johnsons [Mr. Johnson],artist-writer,,,,,,
3708,per,Underwood Johnsons [Mrs. Johnson],,,,,,,
3709,loc,Plaza Hotel,accomodation,,,,,,
3710,loc,New York,city,,,,,,
3711,date,"Saturday, March 12, 1904",,,,,,,
3712,misc,Grip,sickness,,,,,,
3713,per,Bernhard,,,,,,,
3714,per,Mrs. Gardner,,,,,,,
3715,loc,Historical Society,cultural heritage institution,,,,,,
3716,per,the Chapmans [Mr. Chapman],art collector,,,,,,
3717,per,the Chapmans [Mrs. Chapman],,,,,,,
3718,per,Mrs. Abbe,,,,,,,
3719,per,Mrs. Gardner,,,,,,,
3720,per,Degas,artist-painter,,,,,,
3721,misc,[painting by Degas],painting,,,,,,
3722,per,Dr. Abbe,medical professional,,,,,,
3723,misc,Radium,element,,,,,,
3724,loc,Plaza Hotel,accomodation,,,,,,
3725,loc,New York,city,,,,,,
3726,date,"Sunday, March 13, 1904",,,,,,,
3727,per,Jacacci,artist-painter,,,,,,
3729,per,Mr. Grenville Winthrop,art collector / lawyer,,,,,,
3730,per,Bond,,,,,,,
3731,per,Josephine,,,,,,,
3732,per,Norman,artist-writer,,,,,,
3733,misc,S.S. Kaiser Wilhelm II,transportation vessel name,,,,,,
3734,org,North German Lloyd,business,,,,,,
3735,date,"Monday, March 14, 1904",,,,,,,
3736,per,Alban,,,,,,,
3737,per,Emma,,,,,,,
3738,loc,Philadelphia,city,,,,,,
3739,per,Fafner,,,,,,,
3740,per,Emily Hapgood,,,,,,,
3741,per,Charles Deering,art collector / businessperson,,,,,,
3742,per,Mr. Glaenzer,art collector / art dealer,,,,,,
3743,per,A.,,,,,,,
3744,per,E.,,,,,,,
3745,loc,44 Grosvenor Road,address,,,,,,
3746,loc,London,city,,,,,,
3747,date,"Monday, March 21, 1904",,,,,,,
3748,loc,Plymouth,city,,,,,,
3750,misc,Grip,sickness,,,,,,
3751,loc,I Tatti,home,,,,,,
3752,loc,Settignano,region,,,,,,
3753,date,"Monday, April 4, 1904",,,,,,,
3754,loc,London,city,,,,,,
3755,per,Bernhard,,,,,,,
3756,loc,Paris,city,,,,,,
3757,per,Ray,,,,,,,
3758,per,Karin,,,,,,,
3759,per,Winnie Buckley,,,,,,,
